reference_file,ref_genre,query_file,transform,severity,top_track_id,top_filename,top_genre,top_score,hit_top1,hit_topk,rank,num_matches
blues.00000.wav,blues,blues.00000_orig.wav,orig,none,bddab63fd8094b2c85d8ca4b264bbfdb,blues.00000.wav,blues,0.9944,1,1,1,1
blues.00000.wav,blues,blues.00000_pitch_m4.wav,pitch,m4,b1e40f22f25049529301c92b8d2dc801,rock.00001.wav,rock,0.9709,0,0,,2
blues.00000.wav,blues,blues.00000_pitch_m2.wav,pitch,m2,706e27b46e6c41ecac34fb5b609168f5,classical.00000.wav,classical,0.9709,0,0,,3
blues.00000.wav,blues,blues.00000_pitch_p2.wav,pitch,p2,bddab63fd8094b2c85d8ca4b264bbfdb,blues.00000.wav,blues,0.9930,1,1,1,1
blues.00000.wav,blues,blues.00000_pitch_p4.wav,pitch,p4,bddab63fd8094b2c85d8ca4b264bbfdb,blues.00000.wav,blues,0.9853,1,1,1,1
blues.00000.wav,blues,blues.00000_tempo_0_85.wav,tempo,0_85,bddab63fd8094b2c85d8ca4b264bbfdb,blues.00000.wav,blues,0.9905,1,1,1,1
blues.00000.wav,blues,blues.00000_tempo_1_15.wav,tempo,1_15,bddab63fd8094b2c85d8ca4b264bbfdb,blues.00000.wav,blues,0.9897,1,1,1,1
blues.00000.wav,blues,blues.00000_noise_snr20.wav,noise,snr20,bddab63fd8094b2c85d8ca4b264bbfdb,blues.00000.wav,blues,0.9857,1,1,1,1
blues.00000.wav,blues,blues.00000_noise_snr10.wav,noise,snr10,ab81da3a52fe4bf2aa32c0e194fa4a1f,country.00000.wav,country,0.9723,0,0,,4
blues.00000.wav,blues,blues.00000_crop_1_0s.wav,crop,1_0s,bddab63fd8094b2c85d8ca4b264bbfdb,blues.00000.wav,blues,0.9944,1,1,1,1
blues.00000.wav,blues,blues.00000_crop_2_0s.wav,crop,2_0s,bddab63fd8094b2c85d8ca4b264bbfdb,blues.00000.wav,blues,0.9944,1,1,1,1
blues.00000.wav,blues,blues.00000_bandpass_phone.wav,bandpass,phone,6616fda1ae484a99887476274166be1e,jazz.00002.wav,jazz,0.9226,0,0,,1
blues.00000.wav,blues,blues.00000_bandpass_laptop.wav,bandpass,laptop,d9b1fd88c02c4b7a8bbe2dc442289612,blues.00004.wav,blues,0.9147,0,0,,1
blues.00000.wav,blues,blues.00000_compound_phone_snr15.wav,compound,phone_snr15,dfd8120e8b41428793a1f1a1fe78844e,jazz.00000.wav,jazz,0.9325,0,0,,2
blues.00000.wav,blues,blues.00000_compound_laptop_snr15.wav,compound,laptop_snr15,d9b1fd88c02c4b7a8bbe2dc442289612,blues.00004.wav,blues,0.9340,0,0,,1
blues.00000.wav,blues,blues.00000_lossy_mp3_64k.wav,lossy,mp3_64k,bddab63fd8094b2c85d8ca4b264bbfdb,blues.00000.wav,blues,0.9795,1,1,1,1
blues.00000.wav,blues,blues.00000_lossy_mp3_96k.wav,lossy,mp3_96k,bddab63fd8094b2c85d8ca4b264bbfdb,blues.00000.wav,blues,0.9797,1,1,1,1
blues.00001.wav,blues,blues.00001_orig.wav,orig,none,c5173e371d7a44b2bbaabef462606743,blues.00001.wav,blues,0.9945,1,1,1,2
blues.00001.wav,blues,blues.00001_pitch_m4.wav,pitch,m4,a432591cfcbd4a7ba34e8c7457e9e3e9,rock.00000.wav,rock,0.9893,0,1,2,4
blues.00001.wav,blues,blues.00001_pitch_m2.wav,pitch,m2,c5173e371d7a44b2bbaabef462606743,blues.00001.wav,blues,0.9946,1,1,1,3
blues.00001.wav,blues,blues.00001_pitch_p2.wav,pitch,p2,c5173e371d7a44b2bbaabef462606743,blues.00001.wav,blues,0.9940,1,1,1,2
blues.00001.wav,blues,blues.00001_pitch_p4.wav,pitch,p4,c5173e371d7a44b2bbaabef462606743,blues.00001.wav,blues,0.9977,1,1,1,3
blues.00001.wav,blues,blues.00001_tempo_0_85.wav,tempo,0_85,c5173e371d7a44b2bbaabef462606743,blues.00001.wav,blues,0.9979,1,1,1,4
blues.00001.wav,blues,blues.00001_tempo_1_15.wav,tempo,1_15,c5173e371d7a44b2bbaabef462606743,blues.00001.wav,blues,0.9996,1,1,1,2
blues.00001.wav,blues,blues.00001_noise_snr20.wav,noise,snr20,c5173e371d7a44b2bbaabef462606743,blues.00001.wav,blues,0.9738,1,1,1,3
blues.00001.wav,blues,blues.00001_noise_snr10.wav,noise,snr10,2fbf0c6e28ba4dde8e373947438c30fd,pop.00002.wav,pop,0.9321,0,0,,3
blues.00001.wav,blues,blues.00001_crop_1_0s.wav,crop,1_0s,c5173e371d7a44b2bbaabef462606743,blues.00001.wav,blues,0.9945,1,1,1,2
blues.00001.wav,blues,blues.00001_crop_2_0s.wav,crop,2_0s,c5173e371d7a44b2bbaabef462606743,blues.00001.wav,blues,0.9945,1,1,1,2
blues.00001.wav,blues,blues.00001_bandpass_phone.wav,bandpass,phone,6616fda1ae484a99887476274166be1e,jazz.00002.wav,jazz,0.9718,0,0,,2
blues.00001.wav,blues,blues.00001_bandpass_laptop.wav,bandpass,laptop,41a8750fed45474a9ffc564a5e885108,jazz.00001.wav,jazz,0.9700,0,0,,4
blues.00001.wav,blues,blues.00001_compound_phone_snr15.wav,compound,phone_snr15,a432591cfcbd4a7ba34e8c7457e9e3e9,rock.00000.wav,rock,0.9562,0,0,,5
blues.00001.wav,blues,blues.00001_compound_laptop_snr15.wav,compound,laptop_snr15,41a8750fed45474a9ffc564a5e885108,jazz.00001.wav,jazz,0.9670,0,0,,2
blues.00001.wav,blues,blues.00001_lossy_mp3_64k.wav,lossy,mp3_64k,c5173e371d7a44b2bbaabef462606743,blues.00001.wav,blues,0.9984,1,1,1,2
blues.00001.wav,blues,blues.00001_lossy_mp3_96k.wav,lossy,mp3_96k,c5173e371d7a44b2bbaabef462606743,blues.00001.wav,blues,0.9985,1,1,1,2
blues.00002.wav,blues,blues.00002_orig.wav,orig,none,b807466c42354cc28912cbea6ba752fb,blues.00002.wav,blues,0.9839,1,1,1,1
blues.00002.wav,blues,blues.00002_pitch_m4.wav,pitch,m4,b1e40f22f25049529301c92b8d2dc801,rock.00001.wav,rock,0.9586,0,0,,2
blues.00002.wav,blues,blues.00002_pitch_m2.wav,pitch,m2,b1e40f22f25049529301c92b8d2dc801,rock.00001.wav,rock,0.9487,0,1,2,2
blues.00002.wav,blues,blues.00002_pitch_p2.wav,pitch,p2,b807466c42354cc28912cbea6ba752fb,blues.00002.wav,blues,0.9751,1,1,1,1
blues.00002.wav,blues,blues.00002_pitch_p4.wav,pitch,p4,b807466c42354cc28912cbea6ba752fb,blues.00002.wav,blues,0.9663,1,1,1,3
